축제명,개최년도,전체_방문자수,일평균_방문자수,시작일,종료일,기간일수,주말일수,숙박일수,여행유형,연도,1일_평균지출액(원),1인당_평균지출액(원),예상_총지출액(원),평균기온(°C),강수량(mm),일조시간(시간),교통_접근성_지수,지역_인구수(천명),지역_1인당_GRDP(백만원),프로그램_개수,예산(원),예산대비_효율성,소비액_예산비율,축제카테고리,홍보강도지수,예산대비_효율성(1천명기준)
다향대축제,2022,184082,36816,20220502,20220506,5,2,4,1,2022,12178.0,69598.0,1213284462,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00184082,12.13,일반/기타,0.36,1.84
다향대축제,2023,349690,69938,20230502,20230506,5,2,4,1,2023,12178.0,69598.0,2207243280,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0029140833333333,18.39,일반/기타,0.69,2.91
다향대축제,2024,119623,23924,20240502,20240506,5,2,4,1,2024,12178.0,69598.0,801952592,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0039874333333333,26.73,일반/기타,0.23,3.99
담양대나무축제,2017,334840,55806,20170515,20170520,6,2,6,1,2017,9093.0,120949.0,40498697096,23.7,33.6,3.9,43.5,399.0,47.2,6,160000000,0.00209275,253.12,일반/기타,0.66,2.09
담양대나무축제,2018,244116,40686,20180515,20180520,6,2,6,1,2018,12121.0,161214.0,39354965647,21.9,20.2,8.0,49.9,511.0,37.5,12,160000000,0.001525725,245.97,일반/기타,0.48,1.53
담양대나무축제,2019,131139,21856,20190515,20190520,6,2,5,1,2019,10165.0,115886.0,20507363386,16.1,22.5,7.7,62.5,164.0,37.3,17,110000000,0.0011921727272727,186.43,일반/기타,0.25,1.19
담양대나무축제,2020,89108,14851,20200515,20200520,6,1,5,1,2020,12570.0,143301.0,12769310062,26.7,11.1,6.4,86.7,409.0,24.0,23,80000000,0.00111385,159.62,일반/기타,0.16,1.11
담양대나무축제,2021,136533,22755,20210515,20210520,6,2,5,1,2021,10165.0,115886.0,15028647654,16.1,22.5,7.7,62.5,164.0,37.3,17,100000000,0.00136533,150.29,일반/기타,0.26,1.37
담양대나무축제,2022,216151,36025,20220515,20220520,6,2,6,1,2022,16397.0,218091.0,47140695816,17.2,33.6,4.6,90.4,396.0,35.0,14,130000000,0.0016627,362.62,일반/기타,0.42,1.66
담양대나무축제,2023,155465,25910,20230515,20230520,6,2,3,1,2023,16487.0,125303.0,19480277534,18.8,3.5,4.5,79.0,276.0,44.5,31,110000000,0.0014133181818181,177.09,일반/기타,0.3,1.41
담양대나무축제,2024,238422,39737,20240515,20240520,6,2,5,1,2024,10165.0,115886.0,27629962629,16.1,22.5,7.7,62.5,164.0,37.3,17,150000000,0.00158948,184.2,일반/기타,0.47,1.59
도대표축제,2017,201459,50364,20170318,20170321,4,2,4,1,2017,12178.0,69598.0,1775659626,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0028779857142857,25.37,일반/기타,0.39,2.88
도대표축제,2018,323224,53870,20180411,20180416,6,2,4,1,2018,12178.0,69598.0,2299092312,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0029384,20.9,일반/기타,0.64,2.94
도대표축제,2019,244832,40805,20191012,20191017,6,2,4,1,2019,12178.0,69598.0,2209119136,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0027203555555555,24.55,일반/기타,0.48,2.72
도대표축제,2020,332750,66550,20201017,20201021,5,2,4,1,2020,12178.0,69598.0,2688952750,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0027729166666666,22.41,일반/기타,0.66,2.77
도대표축제,2021,438511,109627,20210512,20210515,4,2,4,1,2021,12178.0,69598.0,3460290301,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0025794764705882,20.35,일반/기타,0.88,2.58
도대표축제,2022,441674,73612,20221013,20221018,6,2,4,1,2022,12178.0,69598.0,3250720640,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0031548142857142,23.22,일반/기타,0.88,3.15
도대표축제,2023,469947,156649,20230917,20230919,3,2,4,1,2023,12178.0,69598.0,3843226566,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.00313298,25.62,일반/기타,0.94,3.13
도대표축제,2024,192324,64108,20240414,20240416,3,2,4,1,2024,12178.0,69598.0,1647832032,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0032054,27.46,일반/기타,0.37,3.21
동동북축제,2017,234668,39111,20171018,20171023,6,2,4,1,2017,12178.0,69598.0,1549512804,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0019555666666666,12.91,일반/기타,0.46,1.96
동동북축제,2018,486193,81032,20180516,20180521,6,2,4,1,2018,12178.0,69598.0,4475892758,18.3,16.5,6.1,67.4,294.0,32.8,21,240000000,0.0020258041666666,18.65,일반/기타,0.97,2.03
동동북축제,2019,181264,30210,20191020,20191025,6,2,4,1,2019,12178.0,69598.0,1354404608,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0022658,16.93,일반/기타,0.35,2.27
동동북축제,2020,285625,71406,20200913,20200916,4,2,4,1,2020,12178.0,69598.0,2431811250,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0016801470588235,14.3,일반/기타,0.56,1.68
동동북축제,2021,478292,68327,20210517,20210523,7,2,4,1,2021,12178.0,69598.0,3220340036,18.3,16.5,6.1,67.4,294.0,32.8,21,210000000,0.0022775809523809,15.33,일반/기타,0.96,2.28
동동북축제,2022,258211,51642,20220315,20220319,5,2,4,1,2022,12178.0,69598.0,2199183087,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0018443642857142,15.71,일반/기타,0.51,1.84
동동북축제,2023,224040,44808,20230511,20230515,5,2,4,1,2023,12178.0,69598.0,1174417680,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.0022404,11.74,일반/기타,0.44,2.24
동동북축제,2024,438467,109616,20240914,20240917,4,2,4,1,2024,12178.0,69598.0,2397099089,18.3,16.5,6.1,67.4,294.0,32.8,21,190000000,0.0023077210526315,12.62,일반/기타,0.88,2.31
땅끝해넘이해맞이축제,2017,129165,21527,20170912,20170917,6,2,4,1,2017,12178.0,69598.0,857268105,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0043055,28.58,체험/레저,0.25,4.31
땅끝해넘이해맞이축제,2018,435441,62205,20180311,20180317,7,2,4,1,2018,12178.0,69598.0,2612646000,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0039585545454545,23.75,체험/레저,0.87,3.96
땅끝해넘이해맞이축제,2019,465898,155299,20190710,20190712,3,2,4,1,2019,12178.0,69598.0,2966372566,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0035838307692307,22.82,체험/레저,0.93,3.58
땅끝해넘이해맞이축제,2020,451296,75216,20200318,20200323,6,2,4,1,2020,12178.0,69598.0,4101829344,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00451296,41.02,체험/레저,0.9,4.51
땅끝해넘이해맞이축제,2021,308786,51464,20210910,20210915,6,2,4,1,2021,12178.0,69598.0,1988581840,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0044112285714285,28.41,체험/레저,0.61,4.41
땅끝해넘이해맞이축제,2022,179973,44993,20220714,20220717,4,2,4,1,2022,12178.0,69598.0,1500614874,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.00359946,30.01,체험/레저,0.35,3.6
땅끝해넘이해맞이축제,2023,387681,129227,20230313,20230315,3,2,4,1,2023,12178.0,69598.0,2336165706,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0043075666666666,25.96,체험/레저,0.77,4.31
땅끝해넘이해맞이축제,2024,266703,66675,20241020,20241023,4,2,4,1,2024,12178.0,69598.0,2000539203,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.00444505,33.34,체험/레저,0.53,4.45
명량대첩축제,2017,221863,73954,20171018,20171020,3,2,4,1,2017,12178.0,69598.0,1411936132,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0027732875,17.65,문화/역사,0.43,2.77
명량대첩축제,2018,254268,84756,20181018,20181020,3,2,4,1,2018,12178.0,69598.0,1657318824,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00254268,16.57,문화/역사,0.5,2.54
명량대첩축제,2019,148320,49440,20191018,20191020,3,2,4,1,2019,12178.0,69598.0,1108543680,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.002472,18.48,문화/역사,0.28,2.47
명량대첩축제,2020,386233,128744,20201018,20201020,3,2,4,1,2020,12178.0,69598.0,3739894139,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0025748866666666,24.93,문화/역사,0.77,2.57
명량대첩축제,2021,441278,147092,20211018,20211020,3,2,4,1,2021,12178.0,69598.0,2791965906,18.3,16.5,6.1,67.4,294.0,32.8,21,190000000,0.0023225157894736,14.69,문화/역사,0.88,2.32
명량대첩축제,2022,370269,123423,20221018,20221020,3,2,4,1,2022,12178.0,69598.0,3344639877,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0021780529411764,19.67,문화/역사,0.74,2.18
명량대첩축제,2023,105704,35234,20231018,20231020,3,2,4,1,2023,12178.0,69598.0,1034102232,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.0026426,25.85,문화/역사,0.2,2.64
명량대첩축제,2024,297096,99032,20241018,20241020,3,2,4,1,2024,12178.0,69598.0,1885668312,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0022853538461538,14.51,문화/역사,0.59,2.29
목포항구축제,2017,172804,57601,20170927,20170929,3,2,6,1,2017,10642.0,141539.0,24458574477,18.5,3.3,5.5,57.3,330.0,15.0,8,80000000,0.00216005,305.73,일반/기타,0.33,2.16
목포항구축제,2018,105583,35194,20180927,20180929,3,2,3,1,2018,13734.0,104381.0,11020911914,14.8,7.4,10.9,91.5,466.0,24.4,8,60000000,0.0017597166666666,183.68,일반/기타,0.2,1.76
목포항구축제,2019,125058,41686,20190927,20190929,3,0,4,1,2019,8606.0,81762.0,10224992196,4.2,17.0,3.7,76.0,319.0,22.5,24,70000000,0.0017865428571428,146.07,일반/기타,0.24,1.79
목포항구축제,2020,98563,32854,20200927,20200929,3,2,5,1,2020,14613.0,14613.0,1440310975,16.2,61.5,1.6,88.1,194.0,15.0,26,50000000,0.00197126,28.81,일반/기타,0.18,1.97
목포항구축제,2021,185749,61916,20210927,20210929,3,2,6,1,2021,11803.0,156984.0,29159621016,18.7,7.7,7.1,86.5,322.0,32.2,36,80000000,0.0023218625,364.5,일반/기타,0.36,2.32
목포항구축제,2022,243091,81030,20220927,20220929,3,2,6,1,2022,12428.0,165293.0,40181362208,14.8,9.5,4.7,79.6,187.0,29.7,28,80000000,0.0030386375,502.27,일반/기타,0.48,3.04
목포항구축제,2023,104241,34747,20230927,20230929,3,1,5,1,2023,10931.0,124620.0,9069569217,13.1,21.9,4.2,90.8,306.0,35.6,26,50000000,0.00208482,181.39,일반/기타,0.19,2.08
목포항구축제,2024,49411,16470,20240927,20240929,3,2,3,1,2024,15217.0,15217.0,751887187,10.6,54.6,7.1,70.1,348.0,43.1,13,10000000,0.0049411,75.19,일반/기타,0.08,4.94
무안연꽃축제,2017,162072,40518,20170725,20170728,4,2,6,1,2017,11447.0,11447.0,1855254391,19.2,19.1,2.6,57.2,350.0,23.0,25,80000000,0.0020259,23.19,자연/계절,0.31,2.03
무안연꽃축제,2018,122640,30660,20180725,20180728,4,2,6,1,2018,13635.0,181348.0,22240629096,17.0,22.1,6.6,66.8,94.0,25.8,39,70000000,0.001752,317.72,자연/계절,0.23,1.75
무안연꽃축제,2019,164435,41108,20190725,20190728,4,2,6,1,2019,8166.0,108617.0,17860452838,13.3,12.0,4.7,92.2,273.0,15.8,13,70000000,0.0023490714285714,255.15,자연/계절,0.32,2.35
무안연꽃축제,2020,44492,11123,20200725,20200728,4,2,5,1,2020,14373.0,163862.0,7290548104,23.0,3.5,2.8,93.7,285.0,30.7,35,40000000,0.0011123,182.26,자연/계절,0.07,1.11
무안연꽃축제,2021,55003,13750,20210725,20210728,4,2,5,1,2021,13337.0,152047.0,8363063142,25.6,4.8,11.1,54.1,203.0,37.6,20,50000000,0.00110006,167.26,자연/계절,0.09,1.1
무안연꽃축제,2022,43177,10794,20220725,20220728,4,0,2,1,2022,17255.0,17255.0,745036405,17.6,13.2,7.8,51.1,375.0,46.0,29,30000000,0.0014392333333333,24.83,자연/계절,0.07,1.44
무안연꽃축제,2023,90097,22524,20230725,20230728,4,1,5,1,2023,10486.0,119547.0,10770835068,14.3,5.6,3.9,93.8,383.0,24.9,9,60000000,0.0015016166666666,179.51,자연/계절,0.17,1.5
무안연꽃축제,2024,58919,14729,20240725,20240728,4,0,4,1,2024,8812.0,8812.0,4353145033,15.6,7.7,7.5,78.6,534.0,35.5,29,50000000,0.00117838,87.06,자연/계절,0.1,1.18
문화관광축제,2017,200497,66832,20170315,20170317,3,2,4,1,2017,12178.0,69598.0,1994544156,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0028642428571428,28.49,문화/역사,0.39,2.86
문화관광축제,2018,382453,76490,20180412,20180416,5,2,4,1,2018,12178.0,69598.0,3741920152,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0025496866666666,24.95,문화/역사,0.76,2.55
문화관광축제,2019,370846,123615,20190420,20190422,3,2,4,1,2019,12178.0,69598.0,2004051784,18.3,16.5,6.1,67.4,294.0,32.8,21,180000000,0.0020602555555555,11.13,문화/역사,0.74,2.06
문화관광축제,2020,291172,41596,20201011,20201017,7,2,4,1,2020,12178.0,69598.0,1880971120,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0026470181818181,17.1,문화/역사,0.58,2.65
문화관광축제,2021,373060,93265,20210910,20210913,4,2,4,1,2021,12178.0,69598.0,3423944680,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0028696923076923,26.34,문화/역사,0.74,2.87
문화관광축제,2022,483432,161144,20220414,20220416,3,2,4,1,2022,12178.0,69598.0,4421469072,18.3,16.5,6.1,67.4,294.0,32.8,21,200000000,0.00241716,22.11,문화/역사,0.97,2.42
문화관광축제,2023,121949,40649,20230711,20230713,3,2,4,1,2023,12178.0,69598.0,1216563224,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.003048725,30.41,문화/역사,0.23,3.05
문화관광축제,2024,238311,59577,20240512,20240515,4,2,4,1,2024,12178.0,69598.0,1250894439,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0026479,13.9,문화/역사,0.47,2.65
밤바다불꽃축제,2017,322724,53787,20170318,20170323,6,2,4,1,2017,12178.0,69598.0,2886120732,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00322724,28.86,자연/계절,0.64,3.23
밤바다불꽃축제,2018,313277,44753,20180414,20180420,7,2,4,1,2018,12178.0,69598.0,2831084249,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0034808555555555,31.46,자연/계절,0.62,3.48
밤바다불꽃축제,2019,477844,79640,20190412,20190417,6,2,4,1,2019,12178.0,69598.0,3116976412,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0039820333333333,25.97,자연/계절,0.96,3.98
밤바다불꽃축제,2020,219264,54816,20200415,20200418,4,2,4,1,2020,12178.0,69598.0,1447361664,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0036544,24.12,자연/계절,0.43,3.65
밤바다불꽃축제,2021,492136,164045,20210411,20210413,3,2,4,1,2021,12178.0,69598.0,4886910480,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0037856615384615,37.59,자연/계절,0.98,3.79
밤바다불꽃축제,2022,118073,19678,20220314,20220319,6,2,4,1,2022,12178.0,69598.0,1110594638,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0039357666666666,37.02,자연/계절,0.22,3.94
밤바다불꽃축제,2023,165450,27575,20230316,20230321,6,2,4,1,2023,12178.0,69598.0,867454350,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.00413625,21.69,자연/계절,0.32,4.14
밤바다불꽃축제,2024,243401,60850,20240419,20240422,4,2,4,1,2024,12178.0,69598.0,1661455226,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0034771571428571,23.74,자연/계절,0.48,3.48
백련사동백축제,2017,414242,46026,20170223,20170303,9,2,4,1,2017,12178.0,69598.0,2289101292,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0027616133333333,15.26,일반/기타,0.83,2.76
백련사동백축제,2018,360550,40061,20180223,20180303,9,2,4,1,2018,12178.0,69598.0,3232330750,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0027734615384615,24.86,일반/기타,0.72,2.77
백련사동백축제,2019,370856,41206,20190223,20190303,9,2,4,1,2019,12178.0,69598.0,1897299296,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00370856,18.97,일반/기타,0.74,3.71
백련사동백축제,2020,185708,18570,20200223,20200303,10,2,4,1,2020,12178.0,69598.0,1702385236,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0030951333333333,28.37,일반/기타,0.36,3.1
백련사동백축제,2021,261087,29009,20210223,20210303,9,2,4,1,2021,12178.0,69598.0,1668084843,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0032635875,20.85,일반/기타,0.51,3.26
백련사동백축제,2022,106154,11794,20220223,20220303,9,2,4,1,2022,12178.0,69598.0,608050112,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0035384666666666,20.27,일반/기타,0.2,3.54
백련사동백축제,2023,392231,43581,20230223,20230303,9,2,4,1,2023,12178.0,69598.0,2044700203,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0035657363636363,18.59,일반/기타,0.78,3.57
백련사동백축제,2024,139499,13949,20240223,20240303,10,2,4,1,2024,12178.0,69598.0,1132313383,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.00278998,22.65,일반/기타,0.27,2.79
벚꽃축제,2017,189489,94744,20170406,20170407,2,2,4,1,2017,12178.0,69598.0,1815873087,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00189489,18.16,자연/계절,0.37,1.89
벚꽃축제,2018,455093,227546,20180406,20180407,2,2,4,1,2018,12178.0,69598.0,3395448873,18.3,16.5,6.1,67.4,294.0,32.8,21,250000000,0.001820372,13.58,자연/계절,0.91,1.82
벚꽃축제,2019,427090,213545,20190406,20190407,2,2,4,1,2019,12178.0,69598.0,3838684920,18.3,16.5,6.1,67.4,294.0,32.8,21,200000000,0.00213545,19.19,자연/계절,0.85,2.14
벚꽃축제,2020,279830,139915,20200406,20200407,2,2,4,1,2020,12178.0,69598.0,2763321250,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0018655333333333,18.42,자연/계절,0.55,1.87
벚꽃축제,2021,462644,231322,20210406,20210407,2,2,4,1,2021,12178.0,69598.0,3566059952,18.3,16.5,6.1,67.4,294.0,32.8,21,220000000,0.0021029272727272,16.21,자연/계절,0.92,2.1
벚꽃축제,2022,417677,208838,20220406,20220407,2,2,4,1,2022,12178.0,69598.0,2823078843,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0024569235294117,16.61,자연/계절,0.83,2.46
벚꽃축제,2023,158005,79002,20230406,20230407,2,2,4,1,2023,12178.0,69598.0,1006175840,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0022572142857142,14.37,자연/계절,0.3,2.26
벚꽃축제,2024,279980,139990,20240406,20240407,2,2,4,1,2024,12178.0,69598.0,2762002700,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0023331666666666,23.02,자연/계절,0.55,2.33
보성다향대축제,2017,194472,38894,20170502,20170506,5,2,6,1,2017,10736.0,142794.0,27769493109,29.3,21.4,7.5,51.6,277.0,47.4,9,40000000,0.0048618,694.24,문화/역사,0.38,4.86
보성다향대축제,2018,103909,20781,20180502,20180506,5,0,3,1,2018,11035.0,11035.0,1146698160,24.1,25.6,6.5,59.8,249.0,44.7,17,20000000,0.00519545,57.33,문화/역사,0.19,5.2
보성다향대축제,2019,184301,36860,20190502,20190506,5,2,4,1,2019,10875.0,10875.0,2004439245,24.2,17.9,4.9,41.1,587.0,20.2,18,40000000,0.004607525,50.11,문화/역사,0.36,4.61
보성다향대축제,2020,98931,19786,20200502,20200506,5,2,4,1,2020,13237.0,125757.0,8835485238,10.4,12.2,5.6,79.1,279.0,38.0,14,30000000,0.0032977,294.52,문화/역사,0.18,3.3
보성다향대축제,2021,33819,6763,20210502,20210506,5,0,2,1,2021,16981.0,16981.0,574304112,21.5,8.0,5.7,72.0,469.0,19.2,38,10000000,0.0033819,57.43,문화/역사,0.05,3.38
보성다향대축제,2022,145024,29004,20220502,20220506,5,2,6,1,2022,12905.0,171642.0,24892252915,23.0,36.4,5.9,51.0,525.0,30.5,28,40000000,0.0036256,622.31,문화/역사,0.28,3.63
보성다향대축제,2023,126491,25298,20230502,20230506,5,2,4,1,2023,13237.0,125757.0,15907191932,10.4,12.2,5.6,79.1,279.0,38.0,14,30000000,0.0042163666666666,530.24,문화/역사,0.24,4.22
보성다향대축제,2024,216185,43237,20240502,20240506,5,2,4,1,2024,9816.0,9816.0,2122158434,15.2,15.4,3.5,72.4,326.0,15.4,20,50000000,0.0043237,42.44,문화/역사,0.42,4.32
산수유꽃축제,2017,461403,51267,20170309,20170317,9,2,4,1,2017,12178.0,69598.0,3096936936,18.3,16.5,6.1,67.4,294.0,32.8,21,200000000,0.002307015,15.48,자연/계절,0.92,2.31
산수유꽃축제,2018,262932,29214,20180309,20180317,9,2,4,1,2018,12178.0,69598.0,2316693852,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00262932,23.17,자연/계절,0.52,2.63
산수유꽃축제,2019,486821,54091,20190309,20190317,9,2,4,1,2019,12178.0,69598.0,4795186850,18.3,16.5,6.1,67.4,294.0,32.8,21,180000000,0.0027045611111111,26.64,자연/계절,0.97,2.7
산수유꽃축제,2020,490411,54490,20200309,20200317,9,2,4,1,2020,12178.0,69598.0,2711482419,18.3,16.5,6.1,67.4,294.0,32.8,21,230000000,0.0021322217391304,11.79,자연/계절,0.98,2.13
산수유꽃축제,2021,419200,46577,20210309,20210317,9,2,4,1,2021,12178.0,69598.0,4145468800,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0029942857142857,29.61,자연/계절,0.84,2.99
산수유꽃축제,2022,309373,34374,20220309,20220317,9,2,4,1,2022,12178.0,69598.0,1837366247,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0025781083333333,15.31,자연/계절,0.61,2.58
산수유꽃축제,2023,395286,43920,20230309,20230317,9,2,4,1,2023,12178.0,69598.0,3559550430,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.0024705375,22.25,자연/계절,0.79,2.47
산수유꽃축제,2024,196059,21784,20240309,20240317,9,2,4,1,2024,12178.0,69598.0,1303008114,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0024507375,16.29,자연/계절,0.38,2.45
산타축제,2017,459768,65681,20171212,20171218,7,2,4,1,2017,12178.0,69598.0,4345267368,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0032840571428571,31.04,일반/기타,0.92,3.28
산타축제,2018,153947,21992,20181218,20181224,7,2,4,1,2018,12178.0,69598.0,855329532,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.00307894,17.11,일반/기타,0.3,3.08
산타축제,2019,147638,36909,20191214,20191217,4,2,4,1,2019,12178.0,69598.0,1139617722,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.00369095,28.49,일반/기타,0.28,3.69
산타축제,2020,192241,32040,20201210,20201215,6,2,4,1,2020,12178.0,69598.0,1601175289,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00192241,16.01,일반/기타,0.37,1.92
산타축제,2021,191659,47914,20210110,20210113,4,2,4,1,2021,12178.0,69598.0,1555696103,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0023957375,19.45,일반/기타,0.37,2.4
산타축제,2022,263038,65759,20221210,20221213,4,2,4,1,2022,12178.0,69598.0,2576457210,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0020233692307692,19.82,일반/기타,0.52,2.02
산타축제,2023,176242,44060,20231211,20231214,4,2,4,1,2023,12178.0,69598.0,1100983774,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0025177428571428,15.73,일반/기타,0.34,2.52
산타축제,2024,257732,36818,20241212,20241218,7,2,4,1,2024,12178.0,69598.0,1360051764,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0023430181818181,12.36,일반/기타,0.51,2.34
서편제보성소리축제,2017,151934,50644,20171006,20171008,3,2,4,1,2017,12178.0,69598.0,1511135564,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0025322333333333,25.19,문화/역사,0.29,2.53
서편제보성소리축제,2018,202795,67598,20181006,20181008,3,2,4,1,2018,12178.0,69598.0,1609786710,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0028970714285714,23.0,문화/역사,0.4,2.9
서편제보성소리축제,2019,389336,129778,20191006,20191008,3,2,4,1,2019,12178.0,69598.0,3107679952,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0035394181818181,28.25,문화/역사,0.78,3.54
서편제보성소리축제,2020,138102,46034,20201006,20201008,3,2,4,1,2020,12178.0,69598.0,1288491660,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.00345255,32.21,문화/역사,0.26,3.45
서편제보성소리축제,2021,279208,93069,20211006,20211008,3,2,4,1,2021,12178.0,69598.0,1662125224,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0031023111111111,18.47,문화/역사,0.55,3.1
서편제보성소리축제,2022,383821,127940,20221006,20221008,3,2,4,1,2022,12178.0,69598.0,2376235811,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0027415785714285,16.97,문화/역사,0.76,2.74
서편제보성소리축제,2023,319930,106643,20231006,20231008,3,2,4,1,2023,12178.0,69598.0,1989004810,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.0031993,19.89,문화/역사,0.63,3.2
서편제보성소리축제,2024,416837,138945,20241006,20241008,3,2,4,1,2024,12178.0,69598.0,3634401803,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0032064384615384,27.96,문화/역사,0.83,3.21
섬낙지축제,2017,238155,47631,20170319,20170323,5,2,4,1,2017,12178.0,69598.0,2042655435,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0021650454545454,18.57,음식/미식,0.47,2.17
섬낙지축제,2018,119063,23812,20180410,20180414,5,2,4,1,2018,12178.0,69598.0,1098118049,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0019843833333333,18.3,음식/미식,0.23,1.98
섬낙지축제,2019,135954,45318,20191018,20191020,3,2,4,1,2019,12178.0,69598.0,1029579642,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.001699425,12.87,음식/미식,0.26,1.7
섬낙지축제,2020,337804,112601,20200412,20200414,3,2,4,1,2020,12178.0,69598.0,2847687720,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0022520266666666,18.98,음식/미식,0.67,2.25
섬낙지축제,2021,492426,82071,20210512,20210517,6,2,4,1,2021,12178.0,69598.0,2679289866,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0028966235294117,15.76,음식/미식,0.99,2.9
섬낙지축제,2022,488822,69831,20220817,20220823,7,2,4,1,2022,12178.0,69598.0,2480282828,18.3,16.5,6.1,67.4,294.0,32.8,21,190000000,0.002572747368421,13.05,음식/미식,0.98,2.57
